year,pick,player,ws,ws_per_48,bpm,vorp,g,mp,seasons
2010,15,Larry Sanders,10.3,.107,-1.1,1.1,238,4635,6
2010,16,Luke Babbitt,7.2,.065,-2.1,-0.1,381,5332,8
2010,17,Kevin Seraphin,5.9,.044,-4.3,-3.6,423,6430,7
2010,18,Eric Bledsoe,46.1,.105,1.6,18.8,756,21021,12
2010,19,Avery Bradley,17.2,.045,-2.4,-1.8,660,18151,12
2010,20,James Anderson,3.3,.037,-2.7,-0.8,247,4320,5
2010,21,Craig Brackins,-0.2,-.089,-9.9,-0.2,17,121,2
2010,22,Elliot Williams,0.7,.024,-4.9,-1.1,109,1470,4
2010,23,Trevor Booker,26.2,.116,-0.5,4.2,532,10872,8
2010,24,Damion James,0.0,-.001,-3.7,-0.3,39,623,4
2010,25,Dominique Jones,0.3,.017,-2.4,-0.1,80,741,3
2010,26,Quincy Pondexter,9.7,.084,-1.8,0.3,355,5530,7
2010,27,Jordan Crawford,6.3,.044,-1.3,1.3,281,6843,6
2010,28,Greivis Vasquez,12.6,.064,-1.2,1.8,401,9520,7
2010,29,Daniel Orton,1.0,.093,-3.5,-0.2,51,542,3
2010,30,Lazar Hayward,0.2,.020,-4.2,-0.3,72,591,3
2010,31,Tibor Pleiss,-0.1,-.041,-11.6,-0.2,12,82,1
2010,32,Dexter Pittman,0.5,.068,-7.7,-0.5,50,347,4
2010,33,Hassan Whiteside,52.0,.197,2.5,14.5,511,12645,10
2010,34,Armon Johnson,-0.1,-.015,-4.1,-0.2,47,401,2
2010,35,Nemanja Bjelica,20.0,.104,0.3,5.4,449,9173,7
2010,36,Terrico White,,,,,,,
2010,37,Darington Hobson,-0.2,-.225,-13.0,-0.1,5,39,1
2010,38,Andy Rautins,-0.2,-.314,-13.2,-0.1,5,24,1
2010,39,Landry Fields,10.5,.084,-0.3,2.6,255,6010,5
2010,40,Lance Stephenson,17.5,.066,-1.3,2.3,554,12680,10
2010,41,Jarvis Varnado,0.7,.089,-3.3,-0.1,37,397,2
2010,42,Da'Sean Butler,,,,,,,
2010,43,Devin Ebanks,0.5,.035,-4.8,-0.5,63,711,3
2010,44,Jerome Jordan,1.7,.168,-1.0,0.1,65,491,2
2010,45,Paulao Prestes,,,,,,,
2010,46,Gani Lawal,0.0,-.009,-15.0,0.0,1,2,1
2010,47,Tiny Gallon,,,,,,,
2010,48,Latavious Williams,,,,,,,
2010,49,Ryan Richards,,,,,,,
2010,50,Solomon Alabi,0.0,.010,-4.4,-0.1,26,181,2
2010,51,Magnum Rolle,,,,,,,
2010,52,Luke Harangody,0.9,.048,-3.5,-0.3,70,871,2
2010,53,Pape Sy,0.0,-.047,-6.0,0.0,3,21,1
2010,54,Willie Warren,0.2,.065,-2.7,0.0,19,134,1
2010,55,Jeremy Evans,8.2,.150,0.9,1.9,250,2626,7
2010,56,Hamady Ndiaye,0.0,.013,-7.3,-0.2,33,157,3
2010,57,Ryan Reid,0.1,.142,-2.0,0.0,5,17,1
2010,58,Derrick Caracter,0.3,.057,-7.1,-0.3,41,215,1
2010,59,Stanley Robinson,,,,,,,
2010,60,Dwayne Collins,,,,,,,
2011,1,Kyrie Irving,91.0,.163,4.5,43.7,779,26879,14
2011,2,Derrick Williams,14.1,.076,-1.6,0.8,428,8864,7
2011,3,Enes Freedom,52.8,.157,-0.1,7.6,748,16101,11
2011,4,Tristan Thompson,49.3,.116,-1.7,1.3,819,20432,13
2011,5,Jonas Valanciunas,87.6,.172,0.9,18.2,1002,24429,14
2011,6,Jan Vesely,4.0,.078,-2.6,-0.4,162,2455,3
2011,7,Bismack Biyombo,33.3,.094,-2.6,-2.6,892,17053,15
2011,8,Brandon Knight,11.6,.042,-1.6,1.4,451,13202,9
2011,9,Kemba Walker,59.8,.116,2.8,29.8,750,24810,12
2011,10,Jimmer Fredette,2.2,.033,-2.5,-0.4,241,3213,6
2011,11,Klay Thompson,57.6,.094,0.4,17.6,934,29306,13
2011,12,Alec Burks,31.7,.087,-0.5,6.6,791,17576,14
2011,13,Markieff Morris,27.3,.071,-1.5,2.3,791,18460,14
2011,14,Marcus Morris Sr.,39.4,.086,-0.8,6.7,832,22093,13
2011,15,Kawhi Leonard,111.9,.212,6.6,55.2,798,25368,14
2011,16,Nikola Vučević,84.3,.125,2.1,33.2,1036,32321,15
2011,17,Iman Shumpert,12.9,.054,-1.7,0.9,461,11470,10
2011,18,Chris Singleton,2.3,.042,-3.2,-0.8,148,2605,3
2011,19,Tobias Harris,80.6,.119,1.0,24.3,1033,32474,15
2011,20,Donatas Motiejunas,7.1,.075,-2.5,-0.5,251,4566,6
2011,21,Nolan Smith,-0.8,-.047,-6.0,-0.8,84,829,2
2011,22,Kenneth Faried,38.8,.159,0.5,7.5,478,11728,8
2011,23,Nikola Mirotic,20.8,.129,1.6,7.1,319,7718,5
2011,24,Reggie Jackson,36.3,.080,-0.6,7.5,884,21859,14
2011,25,MarShon Brooks,3.3,.046,-1.6,0.4,200,3456,5
2011,26,Jordan Hamilton,3.0,.069,-0.1,1.0,151,2100,5
2011,27,JaJuan Johnson,0.2,.032,-3.9,-0.1,36,298,1
2011,28,Norris Cole,3.0,.018,-4.1,-4.1,360,8018,6
2011,29,Cory Joseph,32.1,.084,-1.1,4.0,866,18296,14
2011,30,Jimmy Butler III,129.4,.207,5.0,52.8,907,29972,15
2011,31,Bojan Bogdanovic,37.6,.086,-0.9,5.8,719,20890,10
2011,32,Justin Harper,-0.3,-.093,-8.7,-0.2,22,150,3
2011,33,Kyle Singler,10.0,.062,-2.5,-0.9,356,7794,6
2011,34,Shelvin Mack,10.3,.059,-1.9,0.1,456,8392,8
2011,35,Tyler Honeycutt,-0.1,-.049,-5.1,-0.1,24,120,2
2011,36,Jordan Williams,1.3,.101,-2.1,0.0,43,635,1
2011,37,Trey Thompkins,0.0,.004,-5.7,-0.1,24,119,1
2011,38,Chandler Parsons,28.9,.105,1.1,10.2,440,13246,9
2011,39,Jeremy Tyler,0.3,.014,-7.0,-1.3,104,1034,3
2011,40,Jon Leuer,13.2,.107,-0.7,2.0,377,5945,8
2011,41,Darius Morris,-0.3,-.010,-5.1,-1.2,132,1464,4
2011,42,Davis Bertans,18.6,.105,0.2,4.7,475,8545,8
2011,43,Malcolm Lee,0.4,.040,-2.5,-0.1,36,534,3
2011,44,Charles Jenkins,0.5,.017,-4.5,-0.8,110,1334,2
2011,45,Josh Harrellson,2.1,.116,-0.4,0.4,75,888,3
2011,46,Andrew Goudelock,0.0,.003,-5.0,-0.3,49,475,3
2011,47,Travis Leslie,0.1,.060,-0.3,0.0,10,45,1
2011,48,Keith Benson,0.0,-.005,-7.7,0.0,3,9,1
2011,49,Josh Selby,-0.7,-.113,-9.5,-0.6,38,296,2
2011,50,Lavoy Allen,13.8,.096,-2.1,-0.1,388,6905,6
2011,51,Jon Diebler,,,,,,,
2011,52,Vernon Macklin,0.5,.161,1.2,0.1,23,135,1
2011,53,DeAndre Liggins,1.6,.040,-2.2,-0.1,177,1907,5
2011,54,MIlan Macvan,,,,,,,
2011,55,E'Twaun Moore,14.8,.057,-1.9,0.2,598,12564,10
2011,56,Chukwudiebere Maduabum,,,,,,,
2011,57,Tanguy Ngombo,,,,,,,
2011,58,Ater Majok,,,,,,,
2011,59,Adam Hanga,,,,,,,
2011,60,Isaiah Thomas,45.3,.140,2.1,16.1,556,15582,12
2012,1,Anthony Davis,120.1,.208,5.8,54.9,807,27741,14
2012,2,Michael Kidd-Gilchrist,21.0,.092,-1.8,0.6,446,10978,8
2012,3,Bradley Beal,58.4,.101,1.4,23.7,807,27681,14
2012,4,Dion Waiters,8.8,.036,-2.1,-0.4,419,11835,8
2012,5,Thomas Robinson,4.6,.053,-3.5,-1.6,313,4204,5
2012,6,Damian Lillard,118.4,.174,4.6,54.5,900,32614,13
2012,7,Harrison Barnes,66.4,.097,-0.8,10.0,1070,33015,14
2012,8,Terrence Ross,25.0,.067,-1.0,4.5,733,17956,11
2012,9,Andre Drummond,80.0,.151,1.0,18.9,967,25451,14
2012,10,Austin Rivers,15.2,.043,-3.1,-4.5,707,16858,11
2012,11,Meyers Leonard,15.8,.104,-1.5,1.0,456,7272,10
2012,12,Jeremy Lamb,26.8,.108,0.6,7.9,573,11896,10
2012,13,Kendall Marshall,1.0,.015,-3.5,-1.1,160,3083,4
2012,14,John Henson,20.7,.113,-0.5,3.4,445,8752,8
2012,15,Maurice Harkless,23.0,.079,-0.8,4.1,621,14019,10
2012,16,Royce White,0.0,-.121,-16.9,0.0,3,9,1
2012,17,Tyler Zeller,17.1,.113,-2.0,0.0,414,7254,8
2012,18,Terrence Jones,14.7,.127,0.5,3.6,234,5562,6
2012,19,Andrew Nicholson,3.8,.045,-3.6,-1.6,285,4080,5
2012,20,Evan Fournier,30.5,.075,-1.1,4.3,704,19514,12
2012,21,Jared Sullinger,15.3,.113,-0.4,2.7,269,6532,5
2012,22,Fab Melo,0.0,.021,-7.6,-0.1,6,36,1
2012,23,John Jenkins,3.0,.065,-1.9,0.1,171,2183,6
2012,24,Jared Cunningham,0.2,.017,-5.7,-0.6,84,605,4
2012,25,Tony Wroten,-1.3,-.021,-3.4,-1.1,145,3076,4
2012,26,Miles Plumlee,10.6,.090,-1.9,0.2,346,5658,7
2012,27,Arnett Moultrie,1.7,.113,-2.8,-0.1,59,729,2
2012,28,Perry Jones III,1.7,.048,-3.5,-0.6,143,1675,3
2012,29,Marquis Teague,-0.9,-.045,-6.5,-1.0,91,909,3
2012,30,Festus Ezeli,5.9,.119,-2.0,0.0,170,2394,3
2012,31,Jeffery Taylor,1.3,.024,-4.2,-1.5,132,2566,3
2012,32,Tomas Satoransky,17.9,.100,-0.9,2.4,388,8617,6
2012,33,Bernard James,1.9,.117,-1.8,0.0,92,761,3
2012,34,Jae Crowder,43.0,.102,0.1,10.9,812,20161,13
2012,35,Draymond Green,66.3,.117,2.1,27.9,949,27151,14
2012,36,Orlando Johnson,1.4,.059,-2.4,-0.1,103,1112,3
2012,37,Quincy Acy,8.7,.078,-2.0,-0.1,337,5392,7
2012,38,Quincy Miller,-0.1,-.003,-3.9,-0.5,69,934,3
2012,39,Khris Middleton,58.2,.111,0.5,15.7,839,25262,14
2012,40,Will Barton,26.5,.074,-0.4,6.9,679,17116,11
2012,41,Tyshawn Taylor,-0.9,-.088,-8.1,-0.8,61,491,2
2012,42,Doron Lamb,0.1,.005,-5.8,-1.2,100,1272,2
2012,43,Mike Scott,16.8,.088,-1.7,0.6,555,9182,9
2012,44,Kim English,0.2,.021,-4.2,-0.2,41,407,1
2012,45,Justin Hamilton,3.7,.091,-0.9,0.5,113,1961,3
2012,46,Darius Miller,6.5,.059,-2.3,-0.4,271,5358,6
2012,47,Kevin Murphy,-0.3,-.272,-16.8,-0.2,17,52,1
2012,48,Kostas Papanikolaou,0.3,.015,-2.7,-0.2,69,1089,2
2012,49,Kyle O'Quinn,17.8,.128,0.9,5.0,472,6714,8
2012,50,Izzet Turkyilmaz,,,,,,,
2012,51,Kris Joseph,-0.1,-.127,-9.9,-0.1,10,54,1
2012,52,Ognjen Kuzmic,0.2,.061,-5.6,-0.2,37,164,2
2012,53,Furkan Aldemir,1.4,.122,-3.6,-0.2,41,540,1
2012,54,Tornike Shengelia,-0.2,-.032,-7.0,-0.3,45,247,2
2012,55,Darius Johnson-Odom,-0.3,-.597,-25.5,-0.1,7,21,2
2012,56,Tomislav Zubcic,,,,,,,
2012,57,Ilkan Karaman,,,,,,,
2012,58,Robbie Hummel,1.9,.066,-3.1,-0.4,98,1397,2
2012,59,Marcus Denmon,,,,,,,
2012,60,Robert Sacre,2.4,.042,-4.0,-1.4,189,2745,4
2013,1,Anthony Bennett,0.5,.013,-4.8,-1.3,151,1905,4
2013,2,Victor Oladipo,25.6,.076,0.7,11.0,504,16247,10
2013,3,Otto Porter Jr.,36.7,.132,1.7,12.5,527,13400,11
2013,4,Cody Zeller,33.5,.140,-0.7,3.9,552,11510,11
2013,5,Alex Len,23.9,.097,-1.9,0.3,690,11754,12
2013,6,Nerlens Noel,28.3,.132,0.9,7.4,467,10281,9
2013,7,Ben McLemore,9.0,.035,-3.1,-3.4,556,12534,9
2013,8,Kentavious Caldwell-Pope,49.2,.084,-1.0,7.2,963,28124,13
2013,9,Trey Burke,12.9,.060,-1.3,1.7,498,10401,9
2013,10,CJ McCollum,54.9,.096,1.1,21.5,863,27528,13
2013,11,Michael Carter-Williams,6.6,.032,-1.2,1.8,395,9942,9
2013,12,Steven Adams,63.7,.149,0.5,12.9,796,20468,12
2013,13,Kelly Olynyk,47.1,.123,0.8,13.1,842,18360,13
2013,14,Shabazz Muhammad,8.5,.085,-2.0,0.0,278,4772,5
2013,15,Giannis Antetokounmpo,125.8,.206,6.8,65.5,895,29273,13
2013,16,Lucas Nogueira,6.0,.165,2.3,1.9,141,1754,4
2013,17,Dennis Schröder,34.2,.066,-1.5,2.9,912,24721,13
2013,18,Shane Larkin,4.4,.044,-2.4,-0.6,256,4880,4
2013,19,Sergey Karasev,0.8,.036,-3.4,-0.4,95,1110,3
2013,20,Tony Snell,18.5,.068,-2.0,-0.1,601,13092,9
2013,21,Gorgui Dieng,30.7,.117,0.2,7.1,628,12625,10
2013,22,Mason Plumlee,58.4,.148,1.2,15.2,880,18969,13
2013,23,Solomon Hill,11.9,.059,-2.1,-0.3,448,9652,9
2013,24,Tim Hardaway Jr.,38.2,.075,-1.2,5.2,893,24389,13
2013,25,Reggie Bullock Jr.,21.4,.082,-1.2,2.6,556,12556,11
2013,26,Andre Roberson,12.6,.089,-0.6,2.3,307,6801,7
2013,27,Rudy Gobert,124.9,.216,3.1,35.8,905,27811,13
2013,28,Livio Jean-Charles,,,,,,,
2013,29,Archie Goodwin,1.1,.022,-3.0,-0.6,165,2396,4
2013,30,Nemanja Nedovic,-0.4,-.132,-10.0,-0.3,24,142,1
2013,31,Allen Crabbe,13.7,.072,-1.6,0.9,381,9125,7
2013,32,Alex Abrines,5.0,.086,-1.9,0.1,174,2777,3
2013,33,Carrick Felix,0.0,.057,-3.4,0.0,7,38,1
2013,34,Isaiah Canaan,4.3,.043,-2.4,-0.5,235,4799,6
2013,35,Glen Rice,-0.2,-.065,-6.6,-0.2,16,152,2
2013,36,Ray McCallum,2.1,.035,-2.6,-0.4,154,2808,3
2013,37,Tony Mitchell,0.2,.151,0.4,0.0,21,79,1
2013,38,Nate Wolters,0.9,.028,-2.6,-0.2,84,1575,3
2013,39,Jeff Withey,6.8,.157,0.5,1.3,207,2072,5
2013,40,Grant Jerrett,-0.1,-.128,-10.8,-0.1,8,51,1
2013,41,Jamaal Franklin,0.0,-.006,-5.9,-0.2,24,174,2
2013,42,Pierre Jackson,0.0,.021,-4.4,-0.1,8,84,1
2013,43,Ricky Ledo,-0.6,-.096,-7.6,-0.4,28,277,2
2013,44,Mike Muscala,19.2,.112,-0.2,3.7,548,8239,11
2013,45,Marko Todorovic,,,,,,,
2013,46,Erick Green,0.1,.011,-4.0,-0.2,52,452,2
2013,47,Raul Neto,11.6,.082,-1.5,0.8,435,6765,8
2013,48,Ryan Kelly,3.0,.046,-2.6,-0.5,163,3125,4
2013,49,Erik Murphy,-0.1,-.055,-8.6,-0.1,24,62,1
2013,50,James Ennis III,16.2,.097,-1.5,0.9,395,8022,8
2013,51,Romero Osby,,,,,,,
2013,52,Lorenzo Brown,-0.2,-.007,-3.5,-0.5,103,1185,5
2013,53,Colton Iverson,,,,,,,
2013,54,Arsalan Kazemi,,,,,,,
2013,55,Joffrey Lauvergne,5.2,.089,-2.1,-0.1,208,2823,4
2013,56,Peyton Siva,-0.2,-.032,-6.4,-0.2,24,224,1
2013,57,Alex Oriakhi,,,,,,,
2013,58,Deshaun Thomas,,,,,,,
2013,59,Bojan Dubljevic,,,,,,,
2013,60,Janis Timma,,,,,,,
2014,1,Andrew Wiggins,37.6,.065,-1.2,5.8,834,27951,12
2014,2,Jabari Parker,13.8,.078,-0.8,2.5,310,8535,8
2014,3,Joel Embiid,69.0,.212,6.7,34.3,490,15608,10
2014,4,Aaron Gordon,50.1,.109,0.4,13.4,756,22081,12
2014,5,Dante Exum,6.6,.053,-2.8,-1.2,320,6005,8
2014,6,Marcus Smart,36.2,.085,-0.5,7.6,697,20495,12
2014,7,Julius Randle,56.9,.108,1.0,19.4,789,25348,12
2014,8,Nik Stauskas,3.9,.028,-3.0,-1.7,343,6701,6
2014,9,Noah Vonleh,9.4,.077,-2.5,-0.7,362,5854,8
2014,10,Elfrid Payton,15.1,.052,-1.1,3.1,524,13894,9
2014,11,Doug McDermott,21.7,.074,-2.2,-0.7,726,14011,12
2014,12,Dario Saric,20.8,.090,-0.8,3.4,498,11120,9
2014,13,Zach LaVine,38.6,.082,0.6,14.6,693,22685,12
2014,14,T.J. Warren,20.9,.097,-0.4,4.1,385,10365,9
2014,15,Adreian Payne,-0.6,-.019,-5.9,-1.4,107,1403,4
2014,16,Jusuf Nurkić,34.7,.108,0.4,9.5,631,15430,12
2014,17,James Young,0.8,.046,-3.4,-0.3,95,812,4
2014,18,Tyler Ennis,1.3,.026,-3.4,-0.8,186,2336,4
2014,19,Gary Harris,27.5,.076,-1.4,2.6,666,17326,12
2014,20,Bruno Caboclo,1.5,.054,-2.7,-0.2,105,1293,7
2014,21,Mitch McGary,1.3,.108,-2.6,-0.1,52,557,2
2014,22,Jordan Adams,0.4,.070,1.7,0.2,32,263,2
2014,23,Rodney Hood,17.4,.076,-1.2,2.2,448,10977,8
2014,24,Shabazz Napier,8.1,.065,-0.7,2.0,345,5986,6
2014,25,Clint Capela,72.6,.190,1.6,16.5,739,18329,12
2014,26,PJ Hairston,0.9,.021,-3.9,-1.0,111,2000,2
2014,27,Bogdan Bogdanović,25.0,.081,0.1,7.7,526,14750,9
2014,28,C.J. Wilcox,0.1,.007,-4.3,-0.2,66,376,3
2014,29,Josh Huestis,0.7,.030,-3.5,-0.4,76,1068,3
2014,30,Kyle Anderson,41.3,.122,1.7,15.1,757,16177,12
2014,31,Damien Inglis,-0.1,-.024,-5.6,-0.1,20,156,1
2014,32,KJ McDaniels,1.3,.030,-2.8,-0.4,148,2092,3
2014,33,Joe Harris,23.1,.090,-0.7,4.1,504,12298,10
2014,34,Cleanthony Early,-0.6,-.039,-5.9,-0.8,56,801,2
2014,35,Jarnell Stokes,0.6,.202,0.1,0.1,28,151,3
2014,36,Johnny O'Bryant III,0.2,.006,-6.2,-1.8,147,1684,4
2014,37,DeAndre Daniels,,,,,,,
2014,38,Spencer Dinwiddie,36.0,.100,-0.1,8.1,621,17219,11
2014,39,Jerami Grant,40.7,.090,-0.4,8.7,776,21749,12
2014,40,Glenn Robinson III,7.9,.071,-1.7,0.4,304,5299,7
2014,41,Nikola Jokić,142.9,.265,10.6,82.5,810,25914,11
2014,42,Nick Johnson,-0.1,-.020,-6.5,-0.3,28,262,1
2014,43,Edy Tavares,0.2,.118,-0.4,0.0,13,101,2
2014,44,Markel Brown,1.1,.029,-2.9,-0.4,113,1794,3
2014,45,Dwight Powell,50.5,.180,0.7,9.1,768,13469,12
2014,46,Jordan Clarkson,25.9,.056,-1.1,5.1,825,22102,12
2014,47,Russ Smith,-0.2,-.068,-5.1,-0.1,27,131,2
2014,48,Lamar Patterson,0.1,.006,-5.7,-0.4,40,435,2
2014,49,Cameron Bairstow,-0.1,-.021,-8.1,-0.3,36,167,2
2014,50,Alec Brown,,,,,,,
2014,51,Thanasis Antetokounmpo,2.1,.061,-4.1,-0.9,232,1668,7
2014,52,Vasilije Micic,-0.6,-.015,-5.6,-1.8,101,1961,2
2014,53,Alessandro Gentile,,,,,,,
2014,54,Nemanja Dangubic,,,,,,,
2014,55,Semaj Christon,0.1,.006,-5.1,-0.8,64,973,1
2014,56,Devyn Marble,-0.3,-.028,-5.5,-0.4,44,457,2
2014,57,Louis Labeyrie,,,,,,,
2014,58,Jordan McRae,1.7,.048,-2.1,0.0,123,1696,4
2014,59,Xavier Thames,,,,,,,
2014,60,Cory Jefferson,0.9,.071,-3.3,-0.2,58,581,2
2015,1,Karl-Anthony Towns,94.6,.187,4.3,38.5,720,24294,11
2015,2,D'Angelo Russell,26.5,.066,0.6,12.4,655,19240,11
2015,3,Jahlil Okafor,7.2,.071,-2.0,0.0,248,4830,7
2015,4,Kristaps Porziņģis,50.4,.150,2.6,18.9,533,16175,10
2015,5,Mario Hezonja,3.2,.025,-2.8,-1.2,330,6107,5
2015,6,Willie Cauley-Stein,23.3,.121,-0.1,4.4,422,9276,7
2015,7,Emmanuel Mudiay,-0.2,-.001,-3.2,-2.2,302,7187,6
2015,8,Stanley Johnson,6.9,.037,-2.7,-1.6,449,8879,8
2015,9,Frank Kaminsky,15.9,.094,-0.2,3.7,413,8160,8
2015,10,Justise Winslow,8.2,.044,-2.1,-0.3,344,8906,8
2015,11,Myles Turner,51.7,.122,0.6,13.5,713,20366,11
2015,12,Trey Lyles,22.0,.088,-1.0,3.0,650,11970,10
2015,13,Devin Booker,58.0,.110,1.2,20.2,737,25295,11
2015,14,Cameron Payne,14.8,.081,-0.6,3.2,499,8730,11
2015,15,Kelly Oubre Jr.,27.6,.068,-1.8,0.8,705,19316,11
2015,16,Terry Rozier,30.6,.080,0.2,10.1,665,18357,10
2015,17,Rashad Vaughn,-0.6,-.017,-4.7,-1.2,139,1671,3
2015,18,Sam Dekker,5.4,.083,-1.4,0.5,201,3097,5
2015,19,Jerian Grant,8.3,.080,-1.6,0.5,279,4998,5
2015,20,Delon Wright,28.9,.124,1.9,11.1,548,11175,10
2015,21,Justin Anderson,4.9,.072,-1.5,0.4,242,3280,6
2015,22,Bobby Portis Jr.,36.6,.106,-0.4,6.8,721,16526,11
2015,23,Rondae Hollis-Jefferson,12.9,.091,-0.7,2.3,305,6759,6
2015,24,Tyus Jones,34.9,.109,0.4,9.2,749,15403,11
2015,25,Jarell Martin,3.2,.053,-4.3,-1.7,184,2927,4
2015,26,Nikola Milutinov,,,,,,,
2015,27,Larry Nance Jr.,35.2,.130,1.1,10.1,581,13036,11
2015,28,RJ Hunter,0.4,.051,-2.0,0.0,45,395,4
2015,29,Chris McCullough,0.6,.054,-2.5,-0.1,59,532,3
2015,30,Kevon Looney,38.1,.172,0.3,6.2,620,10617,11
2015,31,Cedi Osman,12.5,.055,-2.1,-0.3,476,10815,7
2015,32,Montrezl Harrell,42.9,.195,2.6,12.2,515,10544,8
2015,33,Jordan Mickey,0.5,.050,-4.8,-0.3,64,482,3
2015,34,Anthony Brown,-0.2,-.016,-5.1,-0.6,41,762,3
2015,35,Willy Hernangomez,16.3,.152,0.1,2.8,344,5149,7
2015,36,Rakeem Christmas,0.5,.105,-4.7,-0.2,30,225,2
2015,37,Richaun Holmes,30.7,.158,0.1,5.0,489,9360,10
2015,38,Darrun Hilliard,0.3,.016,-4.7,-0.6,91,859,3
2015,39,Juan Pablo Vaulet,,,,,,,
2015,40,Josh Richardson,27.7,.084,-0.6,5.5,554,15815,10
2015,41,Pat Connaughton,25.3,.103,-0.5,4.5,637,11736,11
2015,42,Olivier Hanlan,,,,,,,
2015,43,Joe Young,0.4,.016,-4.1,-0.6,127,1077,3
2015,44,Andrew Harrison,3.2,.051,-2.8,-0.6,145,2987,3
2015,45,Marcus Thornton,,,,,,,
2015,46,Norman Powell,36.4,.105,0.2,9.2,675,16655,11
2015,47,Arturas Gudaitis,,,,,,,
2015,48,Dakari Johnson,0.6,.178,-0.3,0.1,31,161,1
2015,49,Aaron White,,,,,,,
2015,50,Marcus Eriksson,,,,,,,
2015,51,Tyler Harvey,,,,,,,
2015,52,Satnam Singh,,,,,,,
2015,53,Sir'Dominic Pointer,,,,,,,
2015,54,Daniel Diez,,,,,,,
2015,55,Cady Lalanne,,,,,,,
2015,56,Branden Dawson,0.0,.069,-5.7,0.0,6,29,1
2015,57,Nikola Radicevic,,,,,,,
2015,58,JP Tokoto,,,,,,,
2015,59,Dimitrios Agravanis,,,,,,,
2015,60,Luka Mitrovic,,,,,,,
2016,1,Ben Simmons,35.4,.143,3.0,15.0,383,11910,7
2016,2,Brandon Ingram,31.8,.081,0.2,10.3,572,18920,10
2016,3,Jaylen Brown,47.5,.109,0.7,14.1,674,20908,10
2016,4,Dragan Bender,0.5,.006,-3.9,-1.9,187,3755,4
2016,5,Kris Dunn,15.7,.064,-1.0,2.8,489,11727,10
2016,6,Buddy Hield,28.7,.066,0.2,11.7,765,20999,10
2016,7,Jamal Murray,47.6,.117,1.4,16.5,611,19448,9
2016,8,Marquese Chriss,6.5,.058,-2.4,-0.5,292,5338,6
2016,9,Jakob Poeltl,48.5,.161,1.3,11.9,641,14469,10
2016,10,Thon Maker,6.6,.087,-2.1,-0.1,263,3624,5
2016,11,Domantas Sabonis,71.0,.166,3.3,27.6,665,20463,10
2016,12,Taurean Prince,15.5,.050,-2.1,-0.3,608,15013,10
2016,13,Georgios Papagiannis,0.4,.044,-3.9,-0.2,39,477,2
2016,14,Denzel Valentine,4.5,.044,-1.9,0.2,256,4817,5
2016,15,Juancho Hernangomez,8.7,.080,-1.9,0.1,339,5269,7
2016,16,Guerschon Yabusele,6.4,.091,-1.5,0.4,211,3388,4
2016,17,Wade Baldwin IV,-0.3,-.028,-5.3,-0.5,56,579,3
2016,18,Henry Ellenson,0.4,.023,-3.7,-0.3,83,787,5
2016,19,Malik Beasley,20.1,.070,-0.9,3.7,578,13739,9
2016,20,Caris LeVert,25.4,.078,-0.2,7.0,584,15705,10
2016,21,DeAndre' Bembry,4.4,.038,-2.3,-0.4,296,5670,6
2016,22,Malachi Richardson,-0.1,-.009,-6.1,-0.7,70,625,3
2016,23,Ante Zizic,3.5,.110,-2.6,-0.2,113,1517,3
2016,24,Timothe Luwawu-Cabarrot,4.7,.043,-4.0,-2.7,328,5254,6
2016,25,Brice Johnson,0.1,.062,-0.6,0.0,21,107,2
2016,26,Furkan Korkmaz,7.6,.067,-2.0,0.1,328,5447,7
2016,27,Pascal Siakam,58.1,.129,1.8,21.0,691,21694,10
2016,28,Skal Labissiere,4.5,.082,-2.2,-0.2,155,2645,6
2016,29,Dejounte Murray,26.8,.085,1.4,12.9,517,15134,9
2016,30,Damian Jones,11.3,.143,-1.0,1.0,279,3782,8
2016,31,Deyonta Davis,3.6,.131,-2.1,0.0,107,1299,3
2016,32,Ivica Zubac,55.5,.179,0.8,10.4,632,14880,10
2016,33,Cheick Diallo,6.3,.139,-1.4,0.3,183,2186,5
2016,34,Tyler Ulis,0.5,.008,-3.6,-1.1,133,2782,3
2016,35,Rade Zagorac,,,,,,,
2016,36,Malcolm Brogdon,33.4,.119,1.3,11.2,463,13481,9
2016,37,Chinanu Onuaku,0.1,.043,-5.4,-0.1,6,74,2
2016,38,Patrick McCaw,4.4,.062,-2.8,-0.6,199,3373,5
2016,39,David Michineau,,,,,,,
2016,40,Diamond Stone,-0.1,-.211,-20.8,-0.1,7,24,1
2016,41,Stephen Zimmerman,0.0,-.005,-8.3,-0.2,19,108,1
2016,42,Isaiah Whitehead,-0.9,-.025,-5.0,-1.4,89,1823,2
2016,43,Zhou Qi,-0.2,-.093,-9.6,-0.2,19,125,2
2016,44,Isaia Cordinier,,,,,,,
2016,45,Demetrius Jackson,0.2,.087,-0.5,0.1,26,136,3
2016,46,AJ Hammons,0.0,-.001,-6.6,-0.2,22,163,1
2016,47,Jake Layman,3.8,.059,-2.3,-0.2,243,3099,6
2016,48,Paul Zipser,0.0,-.001,-5.2,-1.4,98,1667,2
2016,49,Michael Gbinije,-0.1,-.136,-12.1,-0.1,9,32,1
2016,50,Georges Niang,15.9,.080,-1.7,0.7,544,9494,9
2016,51,Ben Bentil,-0.1,-.473,-25.9,-0.1,3,10,1
2016,52,Joel Bolomboy,0.3,.132,-0.1,0.0,18,91,2
